"simulated_health_index","simulated_expenditure","health_threshold","claims","premium","profit"
-76.2868969949248,-4753.85367303456,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3239207605454,-4741.04464609175,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5620564402744,-4763.05018667287,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.361417825516,-4712.84482576326,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3709028665212,-4720.51112783018,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5769919424161,-4719.52067562099,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4147044005069,-4765.31199029693,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.193942446079,-4707.91266650248,-76.2069289096181,3.11999786527393,2.8813175204487,-0.238680344825232
-76.270735077112,-4718.45279855024,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3013310503998,-4720.65247881252,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5171680423355,-4730.34519888121,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3994671325275,-4764.72430285724,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.406895680886,-4723.89982819005,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3721716558299,-4736.59803819373,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.2900175170058,-4724.03492261757,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5863179550886,-4755.10452063216,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4250774188867,-4722.17656386727,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.1072840063519,-4695.56660970546,-76.2069289096181,23.9396880097069,2.8813175204487,-21.0583704892582
-76.4407238249422,-4741.68685527329,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3015427020717,-4722.9287963835,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.223125442561,-4690.10200421199,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3313051240751,-4772.18545619807,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.2273725022264,-4721.15476932128,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.267582539142,-4690.54851074665,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.2776047415819,-4734.27735029406,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.1440297850049,-4733.33690678078,-76.2069289096181,15.1115146883306,2.8813175204487,-12.2301971678819
-76.4606528854634,-4734.84820506494,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3767932576169,-4749.9313542979,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.20807444488,-4754.18805205347,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5237769403769,-4753.26013313813,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4124055466653,-4781.65750914132,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3176652708765,-4747.46044165119,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4724541955419,-4732.44658565801,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4702419187494,-4724.91231590349,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4668753424233,-4739.46858693111,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4482835356897,-4739.84563460411,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4302261377988,-4738.6870623272,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3522044486035,-4720.92038982996,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3154505916349,-4759.41271295972,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3023244892594,-4734.62800435965,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.2634090573451,-4708.50877872422,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3292728741848,-4741.01424013053,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.1950510401559,-4742.55292125266,-76.2069289096181,2.85365813829273,2.8813175204487,0.0276593821559685
-76.6345799287979,-4747.67676409724,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5156298618531,-4733.90408246852,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.211969808003,-4716.04535505736,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3051211699316,-4715.89422649357,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3055434555732,-4748.81108050559,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.4512994957805,-4721.05694163347,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3514073595543,-4717.77620013469,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3991628599932,-4729.23136882617,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3539148488818,-4721.65964264867,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.3515323046315,-4760.59728821694,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5336508662009,-4705.11747283467,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.327905864497,-4742.34505560919,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.5567974469224,-4722.54738682325,-76.2069289096181,0,2.8813175204487,2.8813175204487
-76.1560720985647,-4693.70596268188,-76.2069289096181,12.2183488555742,2.8813175204487,-9.33703133512553
